access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids.station,ev_network_ids.posts,access,has_level2,has_dc_fast,total_ports,charging_type
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129961,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Tsawwassen Mills,888-356-8911,10/24/2025 6:10,GPS,49.037311,-123.0882,Delta,CA,NA,NA,BC,5000 Canoe Pass Way,V4M 0B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,14,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",7db083e4-0089-434a-982e-f70ef510c303,"114c9da2-6914-439f-86c9-5d2cb81f0640, 1c611ccf-ba3f-4366-a383-1fbeba8966a2, 21f8554f-d0a5-4986-842a-7ffc243f0a34, 2d99261b-0ec5-4a79-9295-2612cdf05e4d, 6d87743f-152d-4e33-bd94-3ea2216475d6, 82e050f4-b723-4d03-bb55-8edeb8066d22, b8da2eea-83c8-4fb0-910c-eecb2bd393ba, beb1df47-7088-41e8-8a8a-48956e141419, cc99bfc7-7ed1-46e8-b544-92e71eb33cd8, da2fe9db-107d-446a-8c78-b15a760cc9ff, ec99550f-9634-4acd-9628-b87f85edb6b5, ef5eed08-9207-4add-82d5-3120fcf4ef91, f0f2f429-2aee-49c3-a7f3-5aaeedc48cd6, fac9a53f-21d9-4152-8808-24a9e581aa58",public,TRUE,FALSE,14,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129962,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,South Surrey Recreation Centre,888-356-8911,10/24/2025 6:14,GPS,49.040341,-122.8178,Surrey,CA,NA,NA,BC,14601 20th Ave,V4A 9P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",8a69c5b6-d7bf-4266-bdf7-bf472e473392,"8c61f09e-fe14-4d91-ac4c-9f0c7c20a844, fd189fde-5e20-4c5c-ae58-d089a023769d",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,10/10/2025,ELEC,TEMPORARILY UNAVAILABLE (Public),129963,NA,7/17/2019,NA,NA,FALSE,T,NA,NA,Tsawwassen Walmart (1181),888-356-8911,10/24/2025 6:10,GPS,49.042144,-123.0813,Delta (Tsawwassen),CA,NA,NA,BC,5143 Canoe Pass Way,V4M 4G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,8,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,TEMPORAIREMENT SUSPENDU (Public),NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0)",dd3ea4a2-fd7b-43e5-b426-add58adc294e,"2829c437-cc5b-457a-bb0a-2785106d4beb, 5b17015a-abe7-454d-b98f-9b94d042c8bc, 72345381-55dc-42ce-bcfa-dc4418261f21, 7f1e4a11-928a-46b0-90cd-5e6a60a54af1, 93eb859f-df26-4bda-affc-1ca0fec685fa, 9f7c3d57-a64e-4f54-b693-320da7e03f08, cf2064b3-eb0b-4219-b0cd-d474ba95db72, eb4caf13-b061-41ff-a600-69dea1ad0179",public,TRUE,FALSE,8,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129964,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Abbotsford Arts Center Public Charging Stations,888-356-8911,10/24/2025 6:08,GPS,49.0444648,-122.2985601,Abbotsford,CA,NA,NA,BC,2329 Crescent Way,V2S 3M2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",21e2fc25-4ef1-4b5f-89e7-f9dbd3ad6d16,"26731867-7511-4faa-9b48-58f2d7c859a3, 6fb7c941-4a4b-4b55-acdc-90a3ae646ab6",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129965,NA,7/17/2019,NA,NA,FALSE,E,ZEVIP,NA,FortisBC - Christina Lake Welcome Centre,888-356-8911,10/24/2025 6:10,GPS,49.044584,-118.207023,Christina Lake,CA,NA,NA,BC,1675 Highway 3,V0H 1E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(""ZEVIP"", ""ZEVIP""), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1)",ef5f6777-16b3-41c3-8cda-e6f636d61ba6,"02c225a9-eb6c-49b1-a58a-4d96254d2e0b, 0b688fc1-3e46-4ecc-8cca-62bafbe58e50",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129966,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Yale Secondary,888-356-8911,10/24/2025 6:12,GPS,49.048444,-122.263972,Abbotsford,CA,NA,NA,BC,34260 Old Yale Rd,V2S 7S6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",f8986fd3-d61b-4a03-ac9a-cf5eda4647a7,"28ca8816-8ca8-45ca-88f7-194ccc6b0217, acce1a9a-b0d9-40f2-8902-1656f414dece",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129967,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Abbotsford - City Hall,888-356-8911,10/24/2025 6:14,GPS,49.052739,-122.329603,Abbotsford,CA,NA,NA,BC,32315 South Fraser Way,V2T 1W7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",75851f2e-3377-483d-bea5-2ad2ff878a29,"463f450c-f535-45d5-a8f1-34225f74fa31, 57545a02-b9d8-4841-b050-d197e7cda5d8",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129968,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Robert Bateman Secondary,888-356-8911,10/24/2025 6:07,GPS,49.068528,-122.2525,Abbotsford,CA,NA,NA,BC,35045 Exbury Ave.,V2S 7L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",84c57db5-3428-461f-bee7-e73216722f59,"0b258cd1-0beb-447d-8aab-96637669f658, e6daca4b-3d69-4deb-9acb-751d576eef75",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129970,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,City of Rossland,888-356-8911,10/24/2025 6:12,GPS,49.077643,-117.800437,Rossland,CA,NA,NA,BC,2045 Washington Street,V0G 1Y0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"FLO, 1, 2, list(list()), 7.2, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",07851f4f-a7a6-4134-b58c-a2fbeadc5ecd,168072f9-a011-45dc-a8cb-bdb4b752f60f,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129973,NA,7/17/2019,NA,NA,FALSE,E,ZEVIP,NA,FortisBC - Greenwood Museum & Visitor Centre,888-356-8911,10/24/2025 6:09,GPS,49.090364,-118.676761,Greenwood,CA,NA,NA,BC,187 South Government St,V0H 1J0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(""ZEVIP"", ""ZEVIP""), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1)",6e2bf939-17cd-45d8-a652-50573a39b8b8,"27781e87-3359-42f8-97ba-edc17daa8025, c62c56d9-e52e-477f-a432-d9b737fb5bfa",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129974,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Town of Creston - Cook Street Parking Lot,888-356-8911,10/24/2025 6:16,GPS,49.094842,-116.5114,Creston,CA,NA,NA,BC,1102 Cook St,V0B 1G0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"FLO, 1, 2, list(list()), 6.2, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",c787dadb-1930-4d84-918f-c702d41b6033,a4c9c3f7-521d-454e-a6ef-071746f14e5e,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129975,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,FortisBC - Creston Cook St. Parking Lot,888-356-8911,10/24/2025 6:10,GPS,49.094947,-116.511631,Creston,CA,NA,NA,BC,1102 Cook street,V0B 1G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 50), c(1, 1)",ca5114df-3d44-4eab-b742-56989175c745,"41d62c33-d86a-40a1-8755-2684e9bd68f8, 78a300e8-8305-426e-9308-ecf24395708a",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129976,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Village of Fruitvale - Memorial Hall,888-356-8911,10/24/2025 6:16,GPS,49.116356,-117.540999,Fruitvale,CA,NA,NA,BC,1968 Main Street,V0G 1L0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"FLO, 1, 2, list(list()), 6.2, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",b8bcda11-19f3-4900-94f3-0357887adc98,cd50bc92-bd1e-4de5-b1dc-9c470b4acbd5,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129977,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Surrey Operations Centre - Visitors Parking,888-356-8911,10/24/2025 6:15,GPS,49.123635,-122.812769,Surrey,CA,NA,NA,BC,6651 148 Street,V3S 3C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",f8cfbf21-171b-43d4-a196-6ae522eac3c8,"04911f41-4a2e-48c7-9c86-0ce399015577, 1399b31c-31f0-4a04-a3ef-2e1285cc4390, 333c4ba7-0ea9-45f0-9cb7-fda9d4d56889, 918579f3-5f3a-404e-acf7-ffc0016d9d9a",public,TRUE,FALSE,4,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129978,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Minato Village,888-356-8911,10/24/2025 6:10,GPS,49.133513,-123.1824,Richmond,CA,NA,NA,BC,3900 stevestion Hwy,V7E 2K1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",09007c60-ddbb-426f-8810-5e4dfe487dad,"ca518f3b-1642-41f3-ba2e-9627493ae356, f7c0eadc-653a-4372-8352-c2779e3e0c26",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129983,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Applewood Nissan Richmond,888-356-8911,10/24/2025 6:15,GPS,49.170754,-123.077784,Richmond,CA,NA,NA,BC,"13220 Smallwood Place, Richmond Auto Mall",V6V 1W8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(7.2, 7.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",f313b27e-fbea-4d86-a3bc-91eff1a07fa0,"8e73a2cd-36d3-40bb-8a54-fa9630359224, a421dc46-789e-46e5-b912-4dd98bbecc1a",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129985,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Nanaimo Regional General Hospital,888-356-8911,10/24/2025 6:09,GPS,49.184272,-123.969497,Nanaimo,CA,NA,NA,BC,1200 Dufferin Crescent,V9S 2B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,3,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO""), c(1, 1, 1), c(""2"", ""2"", ""2""), list(list(), list(), list()), c(6.2, 6.2, 6.2), c(1, 1, 1), c(NA, NA, NA), c(0, 0, 0), c(NA, NA, NA), c(0, 0, 0), c(NA, NA, NA), c(0, 0, 0), c(NA, NA, NA), c(0, 0, 0), c(NA, NA, NA), c(0, 0, 0), c(NA, NA, NA), c(0, 0, 0), c(NA, NA, NA), c(0, 0, 0)",3cf6b495-cd28-40de-a8e0-4da86854eb3d,"7d36de9d-df87-4d7e-97d5-4fd4666afa57, f4c4c09d-ff2d-406e-9f0b-ffbc789e84ea, fec4bd89-9839-40d2-9246-b70ab8147b24",public,TRUE,FALSE,3,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129986,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,BCIT - Aerospace Campus,888-356-8911,10/24/2025 6:14,GPS,49.186426,-123.143954,Richmond,CA,NA,NA,BC,3800 Cessna Dr,V7B 0A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,6,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0)",58d6598f-2d80-44fd-a9f8-1e37b98c6e65,"41f8c1d2-23b9-4892-afcd-de5d588de854, 731884dd-0f01-415d-b1b8-e89bfa874f2f, a2dd61fc-0656-44c6-8e39-8b6f00a2b97f, e74d4048-40ab-477b-b50f-a2209e1c91d1, f80148e5-4f5e-4474-9adc-d6b66d621caf, fe52ec36-16a9-4527-971b-fcb0299412b0",public,TRUE,FALSE,6,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,129987,NA,7/17/2019,NA,NA,FALSE,E,NA,NA,Ivanhoe Cambridge - Guildford Town Centre,888-356-8911,10/24/2025 6:08,GPS,49.189299,-122.805231,Surrey,CA,NA,NA,BC,10355-152 Street,V3R 7C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",edbe506d-5a98-45db-9792-7db9f678386d,"02621e10-7155-4eb5-a123-b2e857dd5852, 3b767666-d9d9-4a58-81f1-8401d541e150, 725a0729-27f3-41c4-b220-bd1e66a3c7c5, bab6f887-695f-4615-9a9f-e04f894fb2e8",public,TRUE,FALSE,4,Level 2 Only
